hand_id,bankroll_bb
256675527752,0.0000
256675532996,0.0000
256675543682,0.0000
256675546317,0.0000
256675551267,0.0000
256675557548,0.0000
256675679623,0.0000
256675682369,0.0000
256675689070,0.0000
256675691477,0.0000
256675693160,0.0000
256681054469,0.0000
256681063895,0.0000
256681075125,0.0000
256681092303,0.0000
256681097331,0.0000
256681108289,0.0000
256681111401,0.0000
256681115019,0.0000
256681118768,0.0000
256681149311,0.0000
256683594077,0.0000
256683596993,0.0000
256671831229,0.0000
256671834354,0.0000
256671835156,0.0000
256671836517,0.0000
256671837917,0.0000
256671841269,0.0000
256671844820,0.0000
256671848786,0.0000
256671852168,0.0000
256671855305,0.0000
256671858415,0.0000
256671859196,0.0000
256671865234,0.0000
256671866755,0.0000
256671869699,0.0000
256671872207,0.0000
256671872832,0.0000
256671874817,0.0000
256671881958,0.0000
256671882647,0.0000
256671883202,0.0000
256671883720,0.0000
256671886346,0.0000
256671886806,0.0000
256671888076,0.0000
256671889061,0.0000
256671891543,0.0000
256671897422,0.0000
256671898725,0.0000
256671900367,0.0000
256671901411,0.0000
256671940930,0.0000
256671941930,0.0000
256671944584,0.0000
256671945644,0.0000
256671946273,0.0000
256671948108,0.0000
256671948937,0.0000
256671950625,0.0000
256671951286,0.0000
256671951963,0.0000
256671953294,0.0000
256671953781,0.0000
256671957020,0.0000
256671958822,0.0000
256671962344,0.0000
256671964195,0.0000
256671965317,0.0000
256671968498,0.0000
256671971383,0.0000
256671976302,0.0000
256671978707,0.0000
256671980497,0.0000
256671981483,0.0000
256671984922,0.0000
256671986599,0.0000
256671987931,0.0000
256671991176,0.0000
256671992823,0.0000
256671993685,0.0000
256671996150,0.0000
256671998445,0.0000
256672000945,0.0000
256672004826,0.0000
256672006352,0.0000
256672007716,0.0000
256672010146,0.0000
256672011148,0.0000
256672012170,0.0000
256672051833,0.0000
256672053982,0.0000
256672054693,0.0000
256672057614,0.0000
256672058822,0.0000
256672060565,0.0000
256672061311,0.0000
256672062582,0.0000
256672065759,0.0000
256672067951,0.0000
256672069672,0.0000
256672071056,0.0000
256672073192,0.0000
256672075678,0.0000
256672076470,0.0000
256672077109,0.0000
256672078254,0.0000
256672081607,0.0000
256672082107,0.0000
256672083129,0.0000
256672086541,0.0000
256672087321,0.0000
256672090000,0.0000
256672091250,0.0000
256672092220,0.0000
256672094903,0.0000
256672095428,0.0000
256672096107,0.0000
256672096736,0.0000
256672099617,0.0000
256672100161,0.0000
256672100806,0.0000
256672101901,0.0000
256672103179,0.0000
256672104361,0.0000
256672104987,0.0000
256672106036,0.0000
256672106703,0.0000
256672107544,0.0000
256672109123,0.0000
256672112036,0.0000
256672113930,0.0000
256672115504,0.0000
256672129426,0.0000
256672130942,0.0000
256672132710,0.0000
256672133517,0.0000
256672134616,0.0000
256672136307,0.0000
256672137726,0.0000
256672140985,0.0000
256672143356,0.0000
256672144644,0.0000
256672146542,0.0000
256672147429,0.0000
256672148430,0.0000
256672149714,0.0000
256672152198,0.0000
256672153187,0.0000
256672157298,0.0000
256672159454,0.0000
256672046746,0.0000
256672049697,0.0000
256672118106,0.0000
256672119152,0.0000
256672120364,0.0000
256672121369,0.0000
256672122153,0.0000
256671638427,0.0000
256671639050,0.0000
256671642691,0.0000
256671644707,0.0000
256671647556,0.0000
256671648655,0.0000
256671651645,0.0000
256671654650,0.0000
256672160367,0.0000
256672161347,0.0000
256672162107,0.0000
256672162989,0.0000
256672164125,0.0000
256672166700,0.0000
256672167641,0.0000
256672169454,0.0000
256672171616,0.0000
256672173359,0.0000
256672175840,0.0000
256672176645,0.0000
256672180762,0.0000
256672183558,0.0000
256672186150,0.0000
256672188162,0.0000
256672189654,0.0000
256672192341,0.0000
256672194289,0.0000
256672195127,0.0000
256672196490,0.0000
