0.020000,0.000000,0.130000,0.290000,0.013300,0.033000,0.305000,0.486300,0.548900,0.402300,0.551000,0.453000,0.518400
0.000000,0.010000,0.640000,0.500000,0.127300,0.217400,0.187700,0.247500,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.108900,0.000000,0.032800,0.022200,0.220800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.095300,0.324300,0.439000,0.010000,0.000000,0.119500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.383400,0.385600,0.106900,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.765400,0.000000,0.000000,0.000000,0.000000,0.160000,0.216900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.380300,0.000000,0.000000,0.000000,0.000000,0.000000,0.018900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.104100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.150900,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.279700,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506700,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.874500,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.974800,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995800
