topology,opener,defender,stack_bb,rake_tier,n,menus
srp_hu,UTG,BB,18,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,12,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,15,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,18,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,20,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,30,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,40,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,50,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,70,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,100,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,150,nl10_5pct_1bbcap,1,1
srp_hu,UTG,BTN,200,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,12,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,15,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,18,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,20,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,30,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,40,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,50,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,70,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,100,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,150,nl10_5pct_1bbcap,1,1
srp_hu,UTG,CO,200,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,12,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,15,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,18,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,20,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,30,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,40,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,50,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,70,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,100,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,150,nl10_5pct_1bbcap,1,1
srp_hu,UTG,HJ,200,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,12,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,15,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,18,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,20,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,30,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,40,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,50,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,70,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,100,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,150,nl10_5pct_1bbcap,1,1
srp_hu,UTG,SB,200,nl10_5pct_1bbcap,1,1
