1.000000,0.999900,1.000000,1.000000,0.999200,0.994100,0.990100,0.984300,0.914400,0.979000,0.962200,0.976200,0.819100
1.000000,1.000000,1.000000,0.999300,0.966800,0.517200,0.045800,0.252000,0.700000,1.000000,0.230000,0.100000,0.000000
1.000000,0.999900,1.000000,0.986600,0.875700,0.143600,0.240000,0.000000,0.110000,0.150000,0.220000,0.000000,0.110000
1.000000,0.788200,0.060000,1.000000,0.886500,0.242800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.998500,0.444200,0.610000,0.030000,0.999900,0.565200,0.247500,0.260000,0.000000,0.000000,0.000000,0.000000,0.000000
0.944300,0.080000,0.020000,0.180000,0.010000,1.000000,0.232600,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000
0.603200,0.100000,0.000000,0.000000,0.000000,0.000000,0.999900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.060000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999700,0.072800,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999400,0.062400,0.000000,0.000000,0.000000
0.050000,0.060000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999400,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999800,0.000000,0.000000
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999900
